REGIONAL,CADENA,FORMATO,CÓDIGO CLIENTE,PUNTO DE VENTA,FECHA,MARCA,SEGMENTO,PRODUCTO,VALOR,UNIDADES,MOTIVOS DE DEVOLUCIÓN
BOGOTA,SUPERETESB,NO APLICA,112300 - 003,MERCAFAM LTDA,2026-09-17 00:00:00,ALQUERIA,LECHES,DESLACTOSADA 1300,12160,2.6832,EMPAQUE DETERIORADO
BOGOTA,SUPERETESB,NO APLICA,112300 - 003,MERCAFAM LTDA,2026-09-17 00:00:00,ALQUERIA,QUESOS,QDV PARMESANO 100 G,8090,0.1,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,112300 - 003,MERCAFAM LTDA,2026-09-17 00:00:00,DEL VECCHIO,QUESOS,QDV PARMESANO 100 G,8090,0.1,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,113837 - 000,COMERCI MERCADOS MODERNOS,2026-08-08 00:00:00,DEL VECCHIO,QUESOS,QDV PERA X 38 GR X 6 UN,30940,0.456,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,113837 - 000,COMERCI MERCADOS MODERNOS,2026-08-08 00:00:00,FORTIKIDS,YOGURES,KD CUCH 95GX12 FRE-MOR,62100,5.7,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,113837 - 000,COMERCI MERCADOS MODERNOS,2026-08-08 00:00:00,FORTIKIDS,YOGURES,ALIMEN LACT BOLSA MORAX850G,24800,4.25,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,113837 - 000,COMERCI MERCADOS MODERNOS,2026-08-12 00:00:00,ALQUERIA,LECHES,DESLACTOSADA 1100,5510,1.1352,EMPAQUE DETERIORADO
BOGOTA,SUPERETESB,NO APLICA,113837 - 000,COMERCI MERCADOS MODERNOS,2026-08-18 00:00:00,VITAD,SNACK,TACHOS CHILE DULCE 140G,5830,,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,113837 - 000,COMERCI MERCADOS MODERNOS,2026-08-21 00:00:00,ALQUERIA,YOGURES,ALQUERIA M&M 4 X100G,9760,0.4,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,113837 - 000,COMERCI MERCADOS MODERNOS,2026-08-26 00:00:00,ACTIGEST,YOGURES,ACTIGEST BOT 1750G PITAYA,16230,1.75,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,113837 - 000,COMERCI MERCADOS MODERNOS,2026-08-26 00:00:00,ALQUERIA,LECHES,LECHE SABOR ORIGINAL 1300ML,6180,1.3416,EMPAQUE DETERIORADO
BOGOTA,SUPERETESB,NO APLICA,113837 - 000,COMERCI MERCADOS MODERNOS,2026-08-26 00:00:00,ALQUERIA,YOGURES,ALQUEMIX MINI COOKIES 100G,7530,0.3,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,113837 - 000,COMERCI MERCADOS MODERNOS,2026-08-26 00:00:00,DEL VECCHIO,QUESOS,QDV PERA X 38 GR X 3 UN,15680,0.228,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-08-01 00:00:00,ALQUERIA,BLN,AVENA PRO AUTENTICA VASO 220G,10240,0.9328,EMPAQUE DETERIORADO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-08-01 00:00:00,ALQUERIA,LECHES,LECHE SABOR ORIGINAL 1300ML,6180,1.3416,EMPAQUE DETERIORADO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-08-01 00:00:00,ALQUERIA,LECHES,DESLACTOSADA 1100,5510,1.1352,EMPAQUE DETERIORADO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-08-01 00:00:00,ALQUERIA,LECHES,DESLACTOSADA 1300,6080,1.3416,EMPAQUE DETERIORADO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-08-01 00:00:00,DEL VECCHIO,QUESOS,QDV PERA X 38 GR X 3 UN,7840,0.114,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-08-06 00:00:00,ALQUERIA,CREMAS & ESPARCIBLES,CREMA DE LECHE PREP CALIENTES 400G,76410,3.5928,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-08-06 00:00:00,ALQUERIA,LECHES,DESLACTOSADA 1100 SIXPACK,66160,13.6224,EMPAQUE DETERIORADO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-08-06 00:00:00,ALQUERIA,YOGURES,YOGURT ALQ VASO 150G SABOR COL FRESA,18000,1.35,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-08-06 00:00:00,ALQUERIA,YOGURES,YOGURT ALQ VASO 150G SABOR COL MELO,24000,1.8,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-08-06 00:00:00,ALQUERIA,YOGURES,YOGURT ALQ VASO 150G SABOR COL MORA,10000,0.75,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-08-06 00:00:00,FORTIKIDS,POSTRES LISTOS,KD GELATINA 90G SANDIA FRESA,3660,0.27,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-08-06 00:00:00,FORTIKIDS,YOGURES,KD CUCH 95GX12 FRE-MOR,24840,2.28,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-08-06 00:00:00,FORTIKIDS,YOGURES,KD CUCH 95G FRESA,5750,0.475,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-08-06 00:00:00,FORTIKIDS,YOGURES,KD CUCH 95G MORA,1150,0.095,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-08-14 00:00:00,ALQUERIA,BLN,AVENA PRO CUBANA BOLSA 180G X 6,9650,1.1448,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-08-14 00:00:00,ALQUERIA,CREMAS & ESPARCIBLES,CDL SEMIENTERA 400G,9790,0.3992,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-08-14 00:00:00,ALQUERIA,LECHES,DESLACTOSADA 1100,5510,1.1352,EMPAQUE DETERIORADO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-08-14 00:00:00,ALQUERIA,YOGURES,ALQUEMIX MINI COOKIES 100G X4,19520,0.8,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-08-14 00:00:00,DEL VECCHIO,QUESOS,QDV PERA X 38 GR X 3 UN,7840,0.114,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-08-14 00:00:00,FORTIKIDS,BLN,CHOCOLECHE TETRA 180 ML,2340,0.1885,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-08-14 00:00:00,FORTIKIDS,BLN,FORTIKIDS LECHE SAB CHOCO 180MLX6,11200,1.1308,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-08-14 00:00:00,FORTIKIDS,YOGURES,KD CEREAL CHOCOARROZ 120G,1780,0.12,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-08-14 00:00:00,FORTIKIDS,YOGURES,KD CUCH 95GX12 FRE-MOR,12420,1.14,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-08-17 00:00:00,ALQUERIA,LECHES,LECHE SABOR ORIGINAL 1300ML,6180,1.3416,EMPAQUE DETERIORADO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-08-21 00:00:00,ALQUERIA,BLN,AVENA PRO CUBANA VASO 220G,12800,,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-08-21 00:00:00,ALQUERIA,CREMAS & ESPARCIBLES,CREMA RESPOSTERA ALQ B380G,75250,2.667,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-08-21 00:00:00,ALQUERIA,YOGURES,ALQUEMIX MINI COOKIES 100G,12550,0.5,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-08-21 00:00:00,FORTIKIDS,YOGURES,KD CEREAL CHOCOARROZ 120G,3560,0.24,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-08-24 00:00:00,ALQUERIA,LECHES,LECHE SABOR ORIGINAL SIXPACK 1.3,259630,56.3472,EMPAQUE DETERIORADO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-08-24 00:00:00,ALQUERIA,LECHES,SUPER CREMOSA 1300ML,6590,,EMPAQUE DETERIORADO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-08-24 00:00:00,ALQUERIA,LECHES,SUPER CREMOSA 1300ML SIXPACK,39360,,EMPAQUE DETERIORADO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-08-24 00:00:00,ALQUERIA,LECHES,DESCREMADA DESLACTOSADA 1100,5590,,EMPAQUE DETERIORADO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-08-24 00:00:00,ALQUERIA,YOGURES,YOGURT ALQ VASO 150G SABOR COL MELO,2000,0.15,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-08-24 00:00:00,FORTIKIDS,POSTRES LISTOS,KD GELATINA 90G SANDIA FRESA,2440,0.18,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-08-26 00:00:00,ALQUERIA,BLN,AVENA PRO AUTENTICA VASO 220G,10240,,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-08-26 00:00:00,ALQUERIA,CREMAS & ESPARCIBLES,CDL SEMIENTERA 400G,9790,0.3992,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-09-04 00:00:00,ALQUERIA,BLN,CHOCOLECHE TETRA 180 ML X6 UN,27200,2.2615,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-09-04 00:00:00,ALQUERIA,LECHES,DESLACTOSADA 1300,6080,1.3416,EMPAQUE DETERIORADO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-09-04 00:00:00,ALQUERIA,LECHES,SABOR ORIGINAL 1L,4910,1.032,EMPAQUE DETERIORADO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-09-04 00:00:00,ALQUERIA,REFRESCOS,TANGELO BOTELLA 1000 SP,3395,1.014,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-09-04 00:00:00,ALQUERIA,YOGURES,ALQUEMIX MINI COOKIES 100G X4,48800,2,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-09-04 00:00:00,ALQUERIA,YOGURES,ALQUERIA CER 170G FLIPS,3230,0.17,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-09-04 00:00:00,ALQUERIA,YOGURES,ALQUERIA M&M 100G,5020,0.2,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-09-04 00:00:00,ALQUERIA,YOGURES,@ACTIGEST POTEX8,31470,2.265,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-09-04 00:00:00,ALQUERIA,YOGURES,ACTIGEST POTEX8,31470,2.265,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-09-04 00:00:00,ALQUERIA,YOGURES,ALIMEN LACT BOLSA MORAX850G,4960,0.85,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-09-04 00:00:00,FORTIKIDS,YOGURES,ALIMEN LACT BOLSA FRESAX850G,24800,4.25,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-09-04 00:00:00,FORTIKIDS,YOGURES,ALIMEN LACT BOLSA MELOX850G,9920,1.7,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-09-07 00:00:00,ALQUERIA,BLN,AVENA PRO AUTENTICA VASO 220G X 4,59160,5.2788,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-09-07 00:00:00,ALQUERIA,LECHES,DESLACTOSADA 1300 SIXPACK,36480,8.0496,EMPAQUE DETERIORADO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-09-07 00:00:00,ALQUERIA,REFRESCOS,TANGELO BOTELLA 286,1840,0.58,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-09-07 00:00:00,ALQUERIA,YOGURES,ALQUERIA CER 170G FLIPS,6460,0.34,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-09-07 00:00:00,ALQUERIA,YOGURES,ALQUERIA M&M 100G,12550,0.5,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-09-07 00:00:00,ALQUERIA,YOGURES,@ACTIGEST POTEX8,10490,0.755,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-09-07 00:00:00,ALQUERIA,YOGURES,ACTIGEST POTEX8,10490,0.755,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-09-07 00:00:00,ALQUERIA,YOGURES,KD CEREAL CHOCOARROZ 120G,5340,0.36,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-09-07 00:00:00,FORTIKIDS,YOGURES,KD CUCH 95GX12 FRE-MOR,49680,4.56,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-09-09 00:00:00,ALQUERIA,BLN,AVENA PRO AUTENTICA VASO 220G X 4,29580,2.6394,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-09-09 00:00:00,ALQUERIA,BLN,AVENA PRO CUBANA VASO 220G,2560,0.2332,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-09-09 00:00:00,ALQUERIA,LECHES,DESLACTOSADA 1300,12160,2.6832,EMPAQUE DETERIORADO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-09-09 00:00:00,ALQUERIA,YOGURES,ALQUEMIX MINI COOKIES 100G,2510,0.1,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-09-09 00:00:00,ALQUERIA,YOGURES,ALQUERIA M&M 100G,2510,0.1,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-09-11 00:00:00,ALQUERIA,BLN,AVENA PRO AUTENTICA VASO 220G,2560,0.2332,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-09-11 00:00:00,ALQUERIA,YOGURES,ALQUEMIX MINI COOKIES 100G,5020,0.2,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-09-11 00:00:00,ALQUERIA,YOGURES,@ACTIGEST POTEX8,31470,2.265,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-09-11 00:00:00,ALQUERIA,YOGURES,ACTIGEST POTEX8,31470,2.265,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-09-16 00:00:00,ALQUERIA,LECHES,LECHE SABOR ORIGINAL SIXPACK 1.3,74180,16.0992,EMPAQUE DETERIORADO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-09-16 00:00:00,ALQUERIA,LECHES,DESLACTOSADA 1000 TS NACIONAL,5760,1.032,EMPAQUE DETERIORADO
BOGOTA,SUPERETESB,NO APLICA,114462 - 000,GRUPO EMPRESARIAL AHORRAMAS S A S,2026-09-16 00:00:00,ALQUERIA,YOGURES,KD CEREAL CHOCOARROZ 120G,8900,0.6,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114593 - 000,COLFEBOY 2,2026-08-06 00:00:00,ALQUERIA,LECHES,DESLACTOSADA 1300,6080,1.3416,EMPAQUE DETERIORADO
BOGOTA,SUPERETESB,NO APLICA,114593 - 000,COLFEBOY 2,2026-08-06 00:00:00,ALQUERIA,LECHES,DESCREMADA DESLACTOSADA 1100,5590,1.1352,EMPAQUE DETERIORADO
BOGOTA,SUPERETESB,NO APLICA,114593 - 000,COLFEBOY 2,2026-08-06 00:00:00,ALQUERIA,LECHES,DESLACTOSADA 1000 TS NACIONAL,5760,1.032,EMPAQUE DETERIORADO
BOGOTA,SUPERETESB,NO APLICA,114593 - 000,COLFEBOY 2,2026-08-06 00:00:00,ALQUERIA,QUESOS,ALQ QUESO CON BOCADILLO 49GR X 6UN,15470,0.294,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114593 - 000,COLFEBOY 2,2026-08-06 00:00:00,FORTIKIDS,POSTRES LISTOS,KD GELATINA 90G SANDIA FRESA,2440,0.18,EMPAQUE DETERIORADO
BOGOTA,SUPERETESB,NO APLICA,114593 - 000,COLFEBOY 2,2026-08-06 00:00:00,FORTIKIDS,YOGURES,KD CEREAL AZUCARADO 120G,1780,0.12,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114593 - 000,COLFEBOY 2,2026-08-06 00:00:00,FORTIKIDS,YOGURES,KD CEREAL CHOCOARROZ 120G,10680,0.72,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114593 - 000,COLFEBOY 2,2026-08-11 00:00:00,ALQUERIA,BLN,AVENA PRO AUTENTICA VASO 220G,5120,,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114593 - 000,COLFEBOY 2,2026-08-11 00:00:00,ALQUERIA,CREMAS & ESPARCIBLES,CDL SEMIENTERA 180G,9640,0.3593,EMPAQUE DETERIORADO
BOGOTA,SUPERETESB,NO APLICA,114593 - 000,COLFEBOY 2,2026-08-11 00:00:00,ALQUERIA,LECHES,BEBIDA DE ALMENDRAS ALQUERIA 1LITRO,25420,2.054,EMPAQUE DETERIORADO
BOGOTA,SUPERETESB,NO APLICA,114593 - 000,COLFEBOY 2,2026-08-17 00:00:00,ALQUERIA,BLN,AVENA PRO CUBANA VASO 220G,5120,,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114593 - 000,COLFEBOY 2,2026-08-17 00:00:00,ALQUERIA,CREMAS & ESPARCIBLES,CDL SEMIENTERA 180G,14460,0.5389,EMPAQUE DETERIORADO
BOGOTA,SUPERETESB,NO APLICA,114593 - 000,COLFEBOY 2,2026-08-17 00:00:00,ALQUERIA,LECHES,DESLACTOSADA 1300,6080,,EMPAQUE DETERIORADO
BOGOTA,SUPERETESB,NO APLICA,114593 - 000,COLFEBOY 2,2026-08-17 00:00:00,ALQUERIA,LECHES,BEBIDA DE ALMENDRAS ALQUERIA 1LITRO,38130,3.081,EMPAQUE DETERIORADO
BOGOTA,SUPERETESB,NO APLICA,114593 - 000,COLFEBOY 2,2026-08-19 00:00:00,ALQUERIA,CREMAS & ESPARCIBLES,CDL SEMIENTERA 180G,14460,0.5389,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114593 - 000,COLFEBOY 2,2026-08-19 00:00:00,ALQUERIA,LECHES,DESLACTOSADA 1300,6080,,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114593 - 000,COLFEBOY 2,2026-08-19 00:00:00,ALQUERIA,LECHES,BEBIDA DE ALMENDRAS ALQUERIA 1LITRO,63550,5.135,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114593 - 000,COLFEBOY 2,2026-08-20 00:00:00,ALQUERIA,BLN,AVENA PRO AUTENTICA VASO 220G,5120,,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114593 - 000,COLFEBOY 2,2026-08-20 00:00:00,ALQUERIA,CREMAS & ESPARCIBLES,CDL SEMIENTERA 180G,9640,0.3593,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114593 - 000,COLFEBOY 2,2026-08-20 00:00:00,ALQUERIA,LECHES,DESCREMADA 1100,5550,,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114593 - 000,COLFEBOY 2,2026-08-20 00:00:00,ALQUERIA,LECHES,LECHE SABOR ORIGINAL 1300ML,6180,1.3416,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114593 - 000,COLFEBOY 2,2026-08-20 00:00:00,ALQUERIA,LECHES,DESLACTOSADA 1300 SIXPACK,109440,,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114593 - 000,COLFEBOY 2,2026-08-20 00:00:00,ALQUERIA,YOGURES,ALQUEMIX MINI COOKIES 100G,2510,0.1,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114593 - 000,COLFEBOY 2,2026-08-20 00:00:00,FORTIKIDS,YOGURES,KD CEREAL 120GX6 AZ-CH,10700,0.72,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114593 - 000,COLFEBOY 2,2026-08-25 00:00:00,ALQUERIA,LECHES,LECHE SABOR ORIGINAL 1300ML,12360,2.6832,EMPAQUE DETERIORADO
BOGOTA,SUPERETESB,NO APLICA,114593 - 000,COLFEBOY 2,2026-08-25 00:00:00,ALQUERIA,LECHES,DESLACTOSADA 1300 SIXPACK,72960,,EMPAQUE DETERIORADO
BOGOTA,SUPERETESB,NO APLICA,114593 - 000,COLFEBOY 2,2026-08-25 00:00:00,FORTIKIDS,YOGURES,KD CEREAL 120GX6 AZ-CH,32100,2.16,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114593 - 000,COLFEBOY 2,2026-08-27 00:00:00,ALQUERIA,LECHES,DESLACTOSADA 1300,6080,,EMPAQUE DETERIORADO
BOGOTA,SUPERETESB,NO APLICA,114593 - 000,COLFEBOY 2,2026-08-27 00:00:00,ALQUERIA,YOGURES,ALQUEMIX MINI COOKIES 100G,5020,0.2,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114593 - 000,COLFEBOY 2,2026-09-01 00:00:00,ALQUERIA,CREMAS & ESPARCIBLES,CREMA CHANTILLY SPRAY ALQUERIAX250GR,14640,0.2495,EMPAQUE DETERIORADO
BOGOTA,SUPERETESB,NO APLICA,114593 - 000,COLFEBOY 2,2026-09-01 00:00:00,ALQUERIA,LECHES,DESLACTOSADA 1300,6080,1.3416,EMPAQUE DETERIORADO
BOGOTA,SUPERETESB,NO APLICA,114593 - 000,COLFEBOY 2,2026-09-01 00:00:00,ALQUERIA,LECHES,LECHE SABOR ORIGINAL 1300ML,6180,1.3416,EMPAQUE DETERIORADO
BOGOTA,SUPERETESB,NO APLICA,114593 - 000,COLFEBOY 2,2026-09-01 00:00:00,ALQUERIA,YOGURES,ALQUEMIX MINI COOKIES 100G,5020,0.2,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114593 - 000,COLFEBOY 2,2026-09-03 00:00:00,ACTIGEST,YOGURES,ACTIGEST BOT 1750G PITAYA,64920,7,EMPAQUE DETERIORADO
BOGOTA,SUPERETESB,NO APLICA,114593 - 000,COLFEBOY 2,2026-09-03 00:00:00,ALQUERIA,BLN,AVENA PRO CUBANA BOLSA 180G X 6,9650,1.1448,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114593 - 000,COLFEBOY 2,2026-09-03 00:00:00,ALQUERIA,LECHES,LECHE SABOR ORIGINAL 1300ML,6180,1.3416,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114593 - 000,COLFEBOY 2,2026-09-03 00:00:00,ALQUERIA,YOGURES,ALQUERIA HOJUELAS 170GR,19380,1.02,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114593 - 000,COLFEBOY 2,2026-09-03 00:00:00,FORTIKIDS,YOGURES,ALIMEN LACT BOLSA FRESAX850G,24800,4.25,VENCIDO
BOGOTA,SUPERETESB,NO APLICA,114593 - 000,COLFEBOY 2,2026-09-05 00:00:00,ALQUERIA,YOGURES,ALQUEMIX MINI COOKIES 100G X4,19520,0.8,EMPAQUE DETERIORADO
BOGOTA,SUPERETESB,NO APLICA,114593 - 000,COLFEBOY 2,2026-09-05 00:00:00,ALQUERIA,YOGURES,ALQUERIA M&M 100G,12550,0.5,EMPAQUE DETERIORADO
BOGOTA,SUPERETESB,NO APLICA,114593 - 000,COLFEBOY 2,2026-09-05 00:00:00,ALQUERIA,YOGURES,YOGURT ALQ VASO 150G SABOR COL MORA,2000,0.15,EMPAQUE DETERIORADO
BOGOTA,SUPERETESB,NO APLICA,114593 - 000,COLFEBOY 2,2026-09-08 00:00:00,ALQUERIA,LECHES,BEBIDA DE ALMENDRAS ALQUERIA 1LITRO,12710,1.027,EMPAQUE DETERIORADO
